Total,Artist,Title,Country
"81,671,921",Benson Boone,Beautiful Things,country/global_daily_totals.html
"286,191,130",Xavi,La Diabla,country/global_daily_totals.html
"743,490,391",Tate McRae,greedy,country/global_daily_totals.html
"375,564,881",The Weeknd,"One Of The Girls (w/ JENNIE, Lily-Rose Depp)",country/global_daily_totals.html
"1,271,909,550",Taylor Swift,Cruel Summer,country/global_daily_totals.html
"330,145,657",Noah Kahan,Stick Season,country/global_daily_totals.html
"542,268,048",Mitski,My Love Mine All Mine,country/global_daily_totals.html
"115,566,158",21 Savage,redrum,country/global_daily_totals.html
"208,831,844",Feid,LUNA (w/ ATL Jacob),country/global_daily_totals.html
"384,154,381",Jack Harlow,Lovin On Me,country/global_daily_totals.html
"180,500,923",Teddy Swims,Lose Control,country/global_daily_totals.html
"1,743,431,970",Miley Cyrus,Flowers,country/global_daily_totals.html
"149,363,093",Ariana Grande,"yes, and?",country/global_daily_totals.html
"565,821,258",The Weeknd,"Popular (w/ Playboi Carti, Madonna)",country/global_daily_totals.html
"35,825,145",YG Marley,Praise Jah In The Moonlight,country/global_daily_totals.html
"221,470,027",Xavi,La Víctima,country/global_daily_totals.html
"65,454,688",Natasha Bedingfield,Unwritten,country/global_daily_totals.html
"426,047,054",Bad Bunny,PERRO NEGRO (w/ Feid),country/global_daily_totals.html
"103,902,104",Kali Uchis,Igual Que Un Ángel (w/ Peso Pluma),country/global_daily_totals.html
"114,447,338",Sophie Ellis,Bextor - Murder On The Dancefloor,country/global_daily_totals.html
"230,008,777",Dua Lipa,Houdini,country/global_daily_totals.html
"1,335,803,008",Arctic Monkeys,I Wanna Be Yours,country/global_daily_totals.html
"66,651,865",Flo Milli,Never Lose Me,country/global_daily_totals.html
"534,150,166",Kenya Grace,Strangers,country/global_daily_totals.html
"596,601,547",KAROL G,QLONA (w/ Peso Pluma),country/global_daily_totals.html
"1,204,225,413",Jung Kook,Seven (w/ Latto),country/global_daily_totals.html
"71,046,317",Myke Towers,LA FALDA,country/global_daily_totals.html
"748,237,989",Olivia Rodrigo,vampire,country/global_daily_totals.html
"175,038,992",Peso Pluma,BELLAKEO (w/ Anitta),country/global_daily_totals.html
"750,595,195",SZA,Snooze,country/global_daily_totals.html
"841,139,243",Doja Cat,Paint The Town Red,country/global_daily_totals.html
"2,636,552",Noah Kahan,Forever,country/global_daily_totals.html
"618,018,426",Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",country/global_daily_totals.html
"384,463,918",Tyla,Water,country/global_daily_totals.html
"94,110,266",Bizarrap,"Young Miko: Bzrp Music Sessions, Vol. 58 (w/ Young Miko)",country/global_daily_totals.html
"362,977,191",Zach Bryan,I Remember Everything (w/ Kacey Musgraves),country/global_daily_totals.html
"1,625,136,957",SZA,Kill Bill,country/global_daily_totals.html
"2,221,927,956",The Weeknd,Starboy (w/ Daft Punk),country/global_daily_totals.html
"423,882,372",Calle 24,"Que Onda (w/ Chino Pacas, Fuerza Regida)",country/global_daily_totals.html
"312,070,296",Jung Kook,Standing Next to You,country/global_daily_totals.html
"6,265,405",Mahmood,TUTA GOLD,country/global_daily_totals.html
"443,006,024",Bruno Mars,Just the Way You Are,country/global_daily_totals.html
"2,961,037,131",Harry Styles,As It Was,country/global_daily_totals.html
"647,201,804",Lord Huron,The Night We Met,country/global_daily_totals.html
"1,434,113,013",Vance Joy,Riptide,country/global_daily_totals.html
"278,109,273",Travis Scott,FE!N,country/global_daily_totals.html
"55,939,422",Oscar Ortiz,FIRST LOVE (w/ Edgardo Nuñez),country/global_daily_totals.html
"382,667,609",cassö,"Prada (w/ RAYE, D-Block Europe)",country/global_daily_totals.html
"871,360,682",David Kushner,Daylight,country/global_daily_totals.html
"195,802,821",Drake,"Rich Baby Daddy (w/ Sexyy Red, SZA)",country/global_daily_totals.html
"6,561,114",Geolier,"I P’ ME, TU P’ TE",country/global_daily_totals.html
"286,720,201",Fuerza Regida,HARLEY QUINN (w/ Marshmello),country/global_daily_totals.html
"1,355,032,257",Coldplay,Yellow,country/global_daily_totals.html
"681,658,500",Dua Lipa,Dance The Night (From Barbie The Album),country/global_daily_totals.html
"687,502,004",Bruno Mars,When I Was Your Man,country/global_daily_totals.html
"19,864,880",Rich Amiri,ONE CALL,country/global_daily_totals.html
"1,372,757,402",Taylor Swift,Anti-Hero,country/global_daily_totals.html
"2,025,017",¥$,"Talking / Once Again (w/ Kanye West, Ty Dolla $ign, North West)",country/global_daily_totals.html
"360,539,250",Travis Scott,I KNOW ?,country/global_daily_totals.html
"337,818,854",Doja Cat,Agora Hills,country/global_daily_totals.html
"125,896,714",Sabrina Carpenter,Feather,country/global_daily_totals.html
"344,723,758",Maluma,Según Quién (w/ Carin Leon),country/global_daily_totals.html
"1,451,915,885",The Weeknd,Die For You,country/global_daily_totals.html
"177,904,019",JID,"Surround Sound (w/ 21 Savage, Baby Tate)",country/global_daily_totals.html
"484,894,829",iñigo quintero,Si No Estás,country/global_daily_totals.html
"589,902,097",Taylor Swift,Lover,country/global_daily_totals.html
"3,978,586,173",The Weeknd,Blinding Lights,country/global_daily_totals.html
"50,576,026",Creepy Nuts,Bling-Bang-Bang-Born,country/global_daily_totals.html
"153,543,139",Tate McRae,exes,country/global_daily_totals.html
"597,958,204",Gunna,fukumean,country/global_daily_totals.html
"2,050,316,299",The Neighbourhood,Sweater Weather,country/global_daily_totals.html
"3,101,277,407",Lewis Capaldi,Someone You Loved,country/global_daily_totals.html
"52,585,057",Mesita,"Una Foto Remix (w/ Nicki Nicole, Tiago PZK, Emilia)",country/global_daily_totals.html
"1,770,340,471",Tom Odell,Another Love,country/global_daily_totals.html
"71,624,908",Eugenio Esquivel,"Alucin (w/ Grupo Marca Registrada, Sebastian Esquivel)",country/global_daily_totals.html
"735,496,267",Bruno Mars,Locked out of Heaven,country/global_daily_totals.html
"148,785,600",Travis Scott,MY EYES,country/global_daily_totals.html
"676,882,559",Taylor Swift,cardigan,country/global_daily_totals.html
"2,160,320,486",Drake,"One Dance (w/ Wizkid, Kyla)",country/global_daily_totals.html
"1,433,890,523",David Guetta,I'm Good (Blue) (w/ Bebe Rexha),country/global_daily_totals.html
"367,264,347",Frank Ocean,Pink + White,country/global_daily_totals.html
"5,203,956",Annalisa,Sinceramente,country/global_daily_totals.html
"2,996,884,835",Post Malone,Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee),country/global_daily_totals.html
"275,587,951",Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),country/global_daily_totals.html
"752,668,614",Coldplay,Viva La Vida,country/global_daily_totals.html
"769,230,134",Myke Towers,LALA,country/global_daily_totals.html
"257,138,470",Kanye West,Heartless,country/global_daily_totals.html
"189,582,713",Kanye West,Father Stretch My Hands Pt. 1,country/global_daily_totals.html
"1,695,377",Ivete Sangalo,Macetando (w/ LUDMILLA),country/global_daily_totals.html
"628,602,149","Tyler, The Creator",See You Again (w/ Kali Uchis),country/global_daily_totals.html
"571,011,135",Adele,Set Fire to the Rain,country/global_daily_totals.html
"576,542,138",Quevedo,Columbia,country/global_daily_totals.html
"81,934,823",Xavi,Poco A Poco (w/ Los Dareyes De La Sierra),country/global_daily_totals.html
"394,577,950",KAROL G,AMARGURA,country/global_daily_totals.html
"283,429,114",Drake,IDGAF (w/ Yeat),country/global_daily_totals.html
"280,164,075",Linkin Park,In the End,country/global_daily_totals.html
"655,106,378",Jimin,Like Crazy,country/global_daily_totals.html
"32,499,728",Kygo,Whatever (w/ Ava Max),country/global_daily_totals.html
"11,025,735",Good Neighbours,Home,country/global_daily_totals.html
"1,093,695,840",Eminem,Without Me,country/global_daily_totals.html
"197,089,571",The Goo Goo Dolls,Iris,country/global_daily_totals.html
"1,276,831,164",OneRepublic,Counting Stars,country/global_daily_totals.html
"874,221,477",Grupo Frontera,un x100to (w/ Bad Bunny),country/global_daily_totals.html
"369,525,855",Jung Kook,3D (w/ Jack Harlow),country/global_daily_totals.html
"4,579,676",Angelina Mango,La noia,country/global_daily_totals.html
"676,108,548",Cigarettes After Sex,Apocalypse,country/global_daily_totals.html
"326,072,023",Grupo Frontera,EL AMOR DE SU VIDA (w/ Grupo Firme),country/global_daily_totals.html
"1,320,597,472",Justin Bieber,Ghost,country/global_daily_totals.html
"206,677,081",Creedence Clearwater Revival,Have You Ever Seen The Rain,country/global_daily_totals.html
"328,487,011",V,Love Me Again,country/global_daily_totals.html
"1,372,817,666",OneRepublic,I Ain't Worried,country/global_daily_totals.html
"1,182,952,769",Metro Boomin,"Creepin' (w/ The Weeknd, 21 Savage)",country/global_daily_totals.html
"482,507,094",Hotel Ugly,Shut up My Moms Calling,country/global_daily_totals.html
"512,562,659",Zach Bryan,Something in the Orange,country/global_daily_totals.html
"1,277,241,317",J. Cole,No Role Modelz,country/global_daily_totals.html
"813,185,580",The Police,Every Breath You Take,country/global_daily_totals.html
"14,537,063",Michael Marcagi,Scared To Start,country/global_daily_totals.html
"258,990,064",Luke Combs,Fast Car,country/global_daily_totals.html
"696,669,285",Taylor Swift,Don’t Blame Me,country/global_daily_totals.html
"650,421,334",The Weeknd,Stargirl Interlude (w/ Lana Del Rey),country/global_daily_totals.html
"2,547,105,275",Billie Eilish,lovely (w/ Khalid),country/global_daily_totals.html
"278,361,523",TV Girl,Lovers Rock,country/global_daily_totals.html
"189,303,292",Junior H,Y LLORO,country/global_daily_totals.html
"6,697,631",PEDRO SAMPAIO,POCPOC,country/global_daily_totals.html
"23,143,343",Christian Nodal,La Intención (w/ Peso Pluma),country/global_daily_totals.html
"845,680,716",The Walters,I Love You So,country/global_daily_totals.html
"688,288,745",Lana Del Rey,Summertime Sadness,country/global_daily_totals.html
"420,516,278",Rihanna,We Found Love (w/ Calvin Harris),country/global_daily_totals.html
"1,484,977,620",Manuel Turizo,La Bachata,country/global_daily_totals.html
"552,536,068",Peso Pluma,"LADY GAGA (w/ Gabito Ballesteros, Junior H)",country/global_daily_totals.html
"359,403,961",Bad Bunny,MONACO,country/global_daily_totals.html
"5,863,264",Tracy Chapman,Fast Car,country/global_daily_totals.html
"719,358,330",Feid,Classy 101 (w/ Young Miko),country/global_daily_totals.html
"99,958,472",Jere Klein,ANDO (w/ Gittobeatz),country/global_daily_totals.html
"66,284,592",Kanye West,Runaway (w/ Pusha T),country/global_daily_totals.html
"840,658,527",Eminem,Mockingbird,country/global_daily_totals.html
"557,606,505",Keane,Somewhere Only We Know,country/global_daily_totals.html
"141,455,754",Rauw Alejandro,DILUVIO,country/global_daily_totals.html
"1,240,788,812",Rema,Calm Down (w/ Selena Gomez),country/global_daily_totals.html
"37,149,691",Richy Mitch & The Coal Miners,Evergreen,country/global_daily_totals.html
"878,677,347",d4vd,Romantic Homicide,country/global_daily_totals.html
"4,286,094",Irama,Tu No,country/global_daily_totals.html
"409,071,497",Carin Leon,Primera Cita,country/global_daily_totals.html
"688,736,296",Imagine Dragons,Demons,country/global_daily_totals.html
"1,413,207",Parangolé,Perna Bamba (w/ Leo Santana),country/global_daily_totals.html
"792,226,587",Arctic Monkeys,Why'd You Only Call Me When You're High?,country/global_daily_totals.html
"1,671,611,042",The Weeknd,Save Your Tears,country/global_daily_totals.html
"12,953,416",Don Toliver,Bandit,country/global_daily_totals.html
"194,664,115",Kanye West,Flashing Lights (w/ Dwele),country/global_daily_totals.html
"723,127,593",Morgan Wallen,Last Night,country/global_daily_totals.html
"58,078,529",21 Savage,"née-nah (w/ Travis Scott, Metro Boomin)",country/global_daily_totals.html
"1,477,546,148",Travis Scott,goosebumps,country/global_daily_totals.html
"1,385,823",Madison Beer,Make You Mine,country/global_daily_totals.html
"18,734,433",4batz,act ii: date @ 8,country/global_daily_totals.html
"151,566,017",Lil Tecca,500lbs,country/global_daily_totals.html
"31,229,822",Megan Thee Stallion,HISS,country/global_daily_totals.html
"422,999,348",Metro Boomin,"Too Many Nights (w/ Future, Don Toliver)",country/global_daily_totals.html
"3,815,738",TWENTY SIX,Buscando Money (w/ Tayson Kryss),country/global_daily_totals.html
"2,764,848,213",Imagine Dragons,Believer,country/global_daily_totals.html
"2,845,208,813",The Kid LAROI,Stay (w/ Justin Bieber),country/global_daily_totals.html
"591,445,344",Tears For Fears,Everybody Wants To Rule The World,country/global_daily_totals.html
"552,711,627",Sabrina Carpenter,Nonsense,country/global_daily_totals.html
"280,230,548",KAROL G,MI EX TENÍA RAZÓN,country/global_daily_totals.html
"64,393,997",Anuv Jain,Husn,country/global_daily_totals.html
"169,174,542",Benson Boone,In The Stars,country/global_daily_totals.html
"956,190,966",Arctic Monkeys,Do I Wanna Know?,country/global_daily_totals.html
"433,319,968",Tory Lanez,The Color Violet,country/global_daily_totals.html
"532,214,394",Taylor Swift,august,country/global_daily_totals.html
"152,469,103",BENNETT,Vois sur ton chemin - Techno Mix,country/global_daily_totals.html
"72,212,136",Peso Pluma,"Rompe La Dompe (w/ Junior H, Oscar Maydon)",country/global_daily_totals.html
"110,998,380",Vishal Mishra,Pehle Bhi Main (w/ Raj Shekhar),country/global_daily_totals.html
"2,724,750,913",Ed Sheeran,Perfect,country/global_daily_totals.html
"1,176,786,812",Conan Gray,Heather,country/global_daily_totals.html
"348,638,464",Metro Boomin,"Trance (w/ Travis Scott, Young Thug)",country/global_daily_totals.html
"315,769,692",Lana Del Rey,Say Yes To Heaven,country/global_daily_totals.html
"839,081,906",Eminem,The Real Slim Shady,country/global_daily_totals.html
"258,220,737",Radiohead,Creep,country/global_daily_totals.html
"174,145,985",Don Omar,Danza Kuduro (w/ Lucenzo),country/global_daily_totals.html
"1,014,383,902",Arctic Monkeys,505,country/global_daily_totals.html
"1,786,659,978",Elton John,"Cold Heart - PNAU Remix (w/ Dua Lipa, PNAU)",country/global_daily_totals.html
"2,688,986,078",Glass Animals,Heat Waves,country/global_daily_totals.html
"2,097,712,257",James Arthur,Say You Won't Let Go,country/global_daily_totals.html
"913,717,739",Eminem,Lose Yourself,country/global_daily_totals.html
"1,302,755,246",Hozier,Take Me To Church,country/global_daily_totals.html
"188,531,326",Coldplay,The Scientist,country/global_daily_totals.html
"151,392,113",Plan B,Es un Secreto,country/global_daily_totals.html
"729,585,103",The Killers,Mr. Brightside,country/global_daily_totals.html
"841,157,832",KAROL G,TQG (w/ Shakira),country/global_daily_totals.html
"270,037,736",a,ha - Take on Me,country/global_daily_totals.html
"478,911,806",Fleetwood Mac,Dreams - 2004 Remaster,country/global_daily_totals.html
"6,445,258",Blake Roman,"Poison - Hazbin Hotel Original Soundtrack (w/ Sam Haft, Andrew Underberg)",country/global_daily_totals.html
"781,719,845",Drake,Jimmy Cooks (w/ 21 Savage),country/global_daily_totals.html
"213,104,097",Drake,First Person Shooter (w/ J. Cole),country/global_daily_totals.html
"13,594,560",Ofenbach,Overdrive (w/ Norma Jean Martine),country/global_daily_totals.html
"34,608,666",Gaby Music,"No Te Quieren Conmigo (w/ Lunay, Luar La L)",country/global_daily_totals.html
"1,603,148,852",Bad Bunny,Me Porto Bonito (w/ Chencho Corleone),country/global_daily_totals.html
"15,408,948",Milo j,M.A.I,country/global_daily_totals.html
"1,130,011,581",The Weeknd,The Hills,country/global_daily_totals.html
"283,949,831",Maroon 5,Maps,country/global_daily_totals.html
"488,513,945",Taylor Swift,Karma,country/global_daily_totals.html
"264,132,943",Noah Kahan,Stick Season,country/us_daily_totals.html
"28,862,104",Benson Boone,Beautiful Things,country/us_daily_totals.html
"1,797,708",Noah Kahan,Forever,country/us_daily_totals.html
"43,120,602",21 Savage,redrum,country/us_daily_totals.html
"216,707,815",Zach Bryan,I Remember Everything (w/ Kacey Musgraves),country/us_daily_totals.html
"138,226,218",Jack Harlow,Lovin On Me,country/us_daily_totals.html
"39,258,827",Flo Milli,Never Lose Me,country/us_daily_totals.html
"54,461,203",Xavi,La Diabla,country/us_daily_totals.html
"156,545,770",Mitski,My Love Mine All Mine,country/us_daily_totals.html
"150,245,165",Tate McRae,greedy,country/us_daily_totals.html
"358,602,623",Taylor Swift,Cruel Summer,country/us_daily_totals.html
"281,311,802",SZA,Snooze,country/us_daily_totals.html
"52,802,936",Teddy Swims,Lose Control,country/us_daily_totals.html
"16,445,696",Rich Amiri,ONE CALL,country/us_daily_totals.html
"446,065,710",Zach Bryan,Something in the Orange,country/us_daily_totals.html
"89,297,054",Drake,"Rich Baby Daddy (w/ Sexyy Red, SZA)",country/us_daily_totals.html
"159,379,004",Travis Scott,I KNOW ?,country/us_daily_totals.html
"471,857,547",Morgan Wallen,Last Night,country/us_daily_totals.html
"78,605,469",JID,"Surround Sound (w/ 21 Savage, Baby Tate)",country/us_daily_totals.html
"44,046,190",The Weeknd,"One Of The Girls (w/ JENNIE, Lily-Rose Depp)",country/us_daily_totals.html
"115,272,081",Travis Scott,FE!N,country/us_daily_totals.html
"111,013,438",Lil Tecca,500lbs,country/us_daily_totals.html
"47,242,697",Xavi,La Víctima,country/us_daily_totals.html
"19,214,353",Megan Thee Stallion,HISS,country/us_daily_totals.html
"218,807,294",Olivia Rodrigo,vampire,country/us_daily_totals.html
"27,536,384",Kali Uchis,Igual Que Un Ángel (w/ Peso Pluma),country/us_daily_totals.html
"217,882,642",Luke Combs,Fast Car,country/us_daily_totals.html
"1,136,143",Kacey Musgraves,Deeper Well,country/us_daily_totals.html
"21,202,898",4batz,act ii: date @ 8,country/us_daily_totals.html
"99,820,159",The Weeknd,"Popular (w/ Playboi Carti, Madonna)",country/us_daily_totals.html
"132,608,659",Drake,IDGAF (w/ Yeat),country/us_daily_totals.html
"7,163,796",Don Toliver,Bandit,country/us_daily_totals.html
"727,921",¥$,"Talking / Once Again (w/ Kanye West, Ty Dolla $ign, North West)",country/us_daily_totals.html
"121,076,443",Doja Cat,Agora Hills,country/us_daily_totals.html
"9,080,712",Good Neighbours,Home,country/us_daily_totals.html
"245,357,197",Gunna,fukumean,country/us_daily_totals.html
"493,024,559",SZA,Kill Bill,country/us_daily_totals.html
"32,665,608",Ariana Grande,"yes, and?",country/us_daily_totals.html
"269,985,685",Miley Cyrus,Flowers,country/us_daily_totals.html
"246,061,556",Frank Ocean,Pink + White,country/us_daily_totals.html
"31,463,175",Noah Kahan,Dial Drunk,country/us_daily_totals.html
"140,730,679",Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",country/us_daily_totals.html
"987,862,427",J. Cole,No Role Modelz,country/us_daily_totals.html
"213,031,625",Doja Cat,Paint The Town Red,country/us_daily_totals.html
"110,492,154",Drake,First Person Shooter (w/ J. Cole),country/us_daily_totals.html
"3,521,938",Toby Keith,Should've Been A Cowboy,country/us_daily_totals.html
"296,173,569",Kanye West,Father Stretch My Hands Pt. 1,country/us_daily_totals.html
"9,256,149",YG Marley,Praise Jah In The Moonlight,country/us_daily_totals.html
"203,402,438",Morgan Wallen,Thinkin’ Bout Me,country/us_daily_totals.html
"424,491,548","Tyler, The Creator",See You Again (w/ Kali Uchis),country/us_daily_totals.html
"52,713,043",Tate McRae,exes,country/us_daily_totals.html
"42,818,192",Sabrina Carpenter,Feather,country/us_daily_totals.html
"2,976,468",Noah Kahan,Northern Attitude,country/us_daily_totals.html
"10,029,227",Michael Marcagi,Scared To Start,country/us_daily_totals.html
"79,693,345",Calle 24,"Que Onda (w/ Chino Pacas, Fuerza Regida)",country/us_daily_totals.html
"176,975,368",Zach Bryan,Heading South,country/us_daily_totals.html
"11,121,257",Ice Spice,Think U The Shit (Fart),country/us_daily_totals.html
"313,093,693",Kanye West,Heartless,country/us_daily_totals.html
"187,246,468",TV Girl,Lovers Rock,country/us_daily_totals.html
"24,744,870",21 Savage,"née-nah (w/ Travis Scott, Metro Boomin)",country/us_daily_totals.html
"597,152",Noah Kahan,Paul Revere (w/ Gregory Alan Isakov),country/us_daily_totals.html
"102,546,281",Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),country/us_daily_totals.html
"62,603,964",Fuerza Regida,HARLEY QUINN (w/ Marshmello),country/us_daily_totals.html
"404,540,624",Morgan Wallen,You Proof,country/us_daily_totals.html
"52,540,033",Nicki Minaj,FTCU,country/us_daily_totals.html
"235,248,013",Hotel Ugly,Shut up My Moms Calling,country/us_daily_totals.html
"559,382",Noah Kahan,She Calls Me Back,country/us_daily_totals.html
"558,358",Noah Kahan,You’re Gonna Go Far (w/ Brandi Carlile),country/us_daily_totals.html
"24,735,149",Sophie Ellis,Bextor - Murder On The Dancefloor,country/us_daily_totals.html
"51,741,332",Richy Mitch & The Coal Miners,Evergreen,country/us_daily_totals.html
"9,479,656",Morgan Wallen,Spin You Around (1/24),country/us_daily_totals.html
"474,588,614",Morgan Wallen,Wasted On You,country/us_daily_totals.html
"373,008,626",Taylor Swift,Anti-Hero,country/us_daily_totals.html
"56,240,476",Travis Scott,MY EYES,country/us_daily_totals.html
"71,778,240",Tyla,Water,country/us_daily_totals.html
"531,288",Madison Beer,Make You Mine,country/us_daily_totals.html
"25,296,301",BigXthaPlug,Mmhmm,country/us_daily_totals.html
"3,929,699",Noah Kahan,All My Love,country/us_daily_totals.html
"605,136,202",The Neighbourhood,Sweater Weather,country/us_daily_totals.html
"5,993,984",Andrew Underberg,"Loser, Baby (w/ Sam Haft, Keith David, Blake Roman)",country/us_daily_totals.html
"95,977,013",Zach Bryan,Hey Driver (w/ The War And Treaty),country/us_daily_totals.html
"5,340,829",Blake Roman,"Poison - Hazbin Hotel Original Soundtrack (w/ Sam Haft, Andrew Underberg)",country/us_daily_totals.html
"516,660",Noah Kahan,Homesick,country/us_daily_totals.html
"141,214,132",Dua Lipa,Dance The Night (From Barbie The Album),country/us_daily_totals.html
"64,275,164",Bad Bunny,PERRO NEGRO (w/ Feid),country/us_daily_totals.html
"103,612,539",TV Girl,Not Allowed,country/us_daily_totals.html
"39,773,447",Kanye West,Runaway (w/ Pusha T),country/us_daily_totals.html
"94,121,185",Noah Kahan,Dial Drunk (w/ Post Malone),country/us_daily_totals.html
"30,894,903",Peso Pluma,BELLAKEO (w/ Anitta),country/us_daily_totals.html
"2,763,507",Tracy Chapman,Fast Car,country/us_daily_totals.html
"86,874,985",Kenya Grace,Strangers,country/us_daily_totals.html
"253,273,953",Kanye West,Flashing Lights (w/ Dwele),country/us_daily_totals.html
"227,040,175",Tory Lanez,The Color Violet,country/us_daily_totals.html
"372,491,758",Drake,Jimmy Cooks (w/ 21 Savage),country/us_daily_totals.html
"46,912,400",Jessie Murph,Wild Ones (w/ Jelly Roll),country/us_daily_totals.html
"133,160,941",PARTYNEXTDOOR,Break from Toronto,country/us_daily_totals.html
"180,123,970",Vance Joy,Riptide,country/us_daily_totals.html
"13,609,166",Natasha Bedingfield,Unwritten,country/us_daily_totals.html
"328,832,049",d4vd,Romantic Homicide,country/us_daily_totals.html
"369,984,660",Fleetwood Mac,Dreams - 2004 Remaster,country/us_daily_totals.html
"89,882,895",Lil Wayne,"Love Me (w/ Drake, Future)",country/us_daily_totals.html
"429,898,864",Steve Lacy,Dark Red,country/us_daily_totals.html
"271,448,873",Metro Boomin,"Superhero (Heroes & Villains) [with Future & Chris Brown] (w/ Future, Chris Brown)",country/us_daily_totals.html
"370,944,359",SZA,Good Days,country/us_daily_totals.html
"182,564,430",Arctic Monkeys,I Wanna Be Yours,country/us_daily_totals.html
"470,276,479",The Weeknd,Die For You,country/us_daily_totals.html
"152,041,153",David Kushner,Daylight,country/us_daily_totals.html
"246,545,623",Miguel,Sure Thing,country/us_daily_totals.html
"28,678,728",The Red Clay Strays,Wondering Why,country/us_daily_totals.html
"79,878,508",Zach Bryan,Oklahoma Smokeshow,country/us_daily_totals.html
"102,828,357",KAROL G,QLONA (w/ Peso Pluma),country/us_daily_totals.html
"207,543,865",Taylor Swift,cardigan,country/us_daily_totals.html
"369,889,870",The Killers,Mr. Brightside,country/us_daily_totals.html
"199,903,520",Taylor Swift,Don’t Blame Me,country/us_daily_totals.html
"218,491,402",The Weeknd,Stargirl Interlude (w/ Lana Del Rey),country/us_daily_totals.html
"7,550,872",Toby Keith,"Courtesy Of The Red, White And Blue (The Angry American)",country/us_daily_totals.html
"4,053,394",Andrew Underberg,"Hell’s Greatest Dad (w/ Sam Haft, Jeremy Jordan, Amir Talai, Erika Henningsen, Kimiko Glenn)",country/us_daily_totals.html
"17,698,701",21 Savage,all of me,country/us_daily_totals.html
"31,606,965",Dua Lipa,Houdini,country/us_daily_totals.html
"1,757,412",USHER,"Yeah! (w/ Lil Jon, Ludacris)",country/us_daily_totals.html
"1,956,329",Victoria Monét,On My Mama,country/us_daily_totals.html
"177,343,255",Taylor Swift,Lover,country/us_daily_totals.html
"5,159,390",Bruno Mars,Just the Way You Are,country/us_daily_totals.html
"78,617,674",Chris Stapleton,You Should Probably Leave,country/us_daily_totals.html
"385,699,511",Kendrick Lamar,Money Trees (w/ Jay Rock),country/us_daily_totals.html
"1,042,545,320",Post Malone,Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee),country/us_daily_totals.html
"172,323,085",Brent Faiyaz,Clouded,country/us_daily_totals.html
"234,067,681",Taylor Swift,Karma,country/us_daily_totals.html
"244,724,690",Kendrick Lamar,All The Stars (w/ SZA),country/us_daily_totals.html
"2,860,902",Andrew Underberg,"Stayed Gone (w/ Sam Haft, Christian Borle, Amir Talai, Joel Perez)",country/us_daily_totals.html
"135,069,245",Peso Pluma,"LADY GAGA (w/ Gabito Ballesteros, Junior H)",country/us_daily_totals.html
"5,199,962",Noah Kahan,You’re Gonna Go Far,country/us_daily_totals.html
"6,727,293",The Cranberries,Linger,country/us_daily_totals.html
"183,793,207",Cigarettes After Sex,Apocalypse,country/us_daily_totals.html
"490,674,146",Drake,"One Dance (w/ Wizkid, Kyla)",country/us_daily_totals.html
"180,078,547",Foo Fighters,Everlong,country/us_daily_totals.html
"99,131,497",Zach Bryan,Dawns (w/ Maggie Rogers),country/us_daily_totals.html
"168,182,381",Metro Boomin,"Too Many Nights (w/ Future, Don Toliver)",country/us_daily_totals.html
"19,384,430",21 Savage,n.h.i.e. (w/ Doja Cat),country/us_daily_totals.html
"12,048,033",Dylan Gossett,Coal,country/us_daily_totals.html
"7,318,671",Oscar Ortiz,FIRST LOVE (w/ Edgardo Nuñez),country/us_daily_totals.html
"164,678,206",Metro Boomin,"Trance (w/ Travis Scott, Young Thug)",country/us_daily_totals.html
"3,846,748",Brent Faiyaz,Best Time,country/us_daily_totals.html
"23,389,842",Frank Ocean,Thinkin Bout You,country/us_daily_totals.html
"40,619,549",Bruno Mars,When I Was Your Man,country/us_daily_totals.html
"186,007,640",Lord Huron,The Night We Met,country/us_daily_totals.html
"3,538,863",Key Glock,Let's Go,country/us_daily_totals.html
"12,855,636",Xavi,Poco A Poco (w/ Los Dareyes De La Sierra),country/us_daily_totals.html
"36,895,295",Drake,You Broke My Heart,country/us_daily_totals.html
"279,649,995",Chris Stapleton,Tennessee Whiskey,country/us_daily_totals.html
"3,150,177",Lil Yachty,A Cold Sunday,country/us_daily_totals.html
"14,235,068",Hozier,Work Song,country/us_daily_totals.html
"300,759,336",Eslabon Armado,Ella Baila Sola (w/ Peso Pluma),country/us_daily_totals.html
"112,760,787",Morgan Wallen,Cowgirls (w/ ERNEST),country/us_daily_totals.html
"1,328,298",Noah Kahan,"Everywhere, Everything (w/ Gracie Abrams)",country/us_daily_totals.html
"1,681,717",Noah Kahan,Call Your Mom (w/ Lizzy McAlpine),country/us_daily_totals.html
"44,641,347",TV Girl,Cigarettes out the Window,country/us_daily_totals.html
"79,780,238",Laufey,From The Start,country/us_daily_totals.html
"62,496,942",Zach Bryan,"Burn, Burn, Burn",country/us_daily_totals.html
"187,076,819",21 Savage,Glock In My Lap (w/ Metro Boomin),country/us_daily_totals.html
"14,126,751",Warren Zeiders,Pretty Little Poison,country/us_daily_totals.html
"36,284,096",Nicki Minaj,Everybody (w/ Lil Uzi Vert),country/us_daily_totals.html
