Pos,P+,Artist and Title,Days,Pk,(x?),Streams,Streams+,7Day,7Day+,Total,Artist,Title,Country
8,-1,Sherine - كلام عينيه,165,6,,"11,105","-1,193","71,961",-818,"1,256,824",Sherine,كلام عينيه,Saudi Arabia
9,=,Tate McRae - greedy,148,5,,"10,230",-771,"71,742",-540,"1,541,787",Tate McRae,greedy,Saudi Arabia
10,+11,Jung Kook - Standing Next to You,99,1,(x7),"9,881","+2,055","55,207","+1,964","1,220,648",Jung Kook,Standing Next to You,Saudi Arabia
11,=,Arctic Monkeys - I Wanna Be Yours,617,1,(x1),"9,346",-556,"62,923",-463,"4,584,798",Arctic Monkeys,I Wanna Be Yours,Saudi Arabia
12,-2,Adele - Set Fire to the Rain,740,1,(x60),"9,281",-717,"60,050",-115,"6,793,690",Adele,Set Fire to the Rain,Saudi Arabia
13,=,Jung Kook - 3D (w/ Jack Harlow),134,2,(x1),"9,012",+137,"60,035",+448,"1,821,887",Jung Kook,3D (w/ Jack Harlow),Saudi Arabia
14,+1,Cigarettes After Sex - Apocalypse,812,10,,"8,747",-75,"57,858",+257,"4,769,493",Cigarettes After Sex,Apocalypse,Saudi Arabia
15,-3,Museqar FM - والله ذلّه - مسرع || عراقي,47,10,,"8,603",-607,"52,929","-1,011","286,065",Museqar FM,والله ذلّه - مسرع || عراقي,Saudi Arabia
16,-2,LXNGVX - Montagem Mysterious Game,43,14,,"8,509",-316,"49,960",+522,"247,933",LXNGVX,Montagem Mysterious Game,Saudi Arabia
17,-1,Rio Romeo - Nothing's New,50,9,,"8,157",-580,"53,451","-2,050","297,650",Rio Romeo,Nothing's New,Saudi Arabia
18,+1,Museqar FM - بس يالله معذور - مسرع || عراقي,33,18,,"7,839",-109,"43,142",+644,"168,959",Museqar FM,بس يالله معذور - مسرع || عراقي,Saudi Arabia
19,-1,Amy Macdonald - This Is The Life,158,1,(x40),"7,658",-798,"49,973","-1,072","2,845,516",Amy Macdonald,This Is The Life,Saudi Arabia
20,+2,Rich Amiri - ONE CALL,21,20,,"7,559",-133,"40,835","+2,988","88,082",Rich Amiri,ONE CALL,Saudi Arabia
21,-4,Haifa Wehbe - Woseltelha,26,12,,"7,470","-1,134","52,079",-401,"180,864",Haifa Wehbe,Woseltelha,Saudi Arabia
22,-2,The Weeknd - Starboy (w/ Daft Punk),887,6,,"7,317",-603,"50,093",-412,"4,402,813",The Weeknd,Starboy (w/ Daft Punk),Saudi Arabia
23,=,Cigarettes After Sex - Cry,597,15,,"7,258",-168,"48,940",-117,"2,928,650",Cigarettes After Sex,Cry,Saudi Arabia
24,+2,Lilithzplug - CLEARED - Remix,26,24,,"6,780",-307,"39,359","+1,047","114,410",Lilithzplug,CLEARED - Remix,Saudi Arabia
25,=,Ayed - Rdy,69,17,,"6,535",-619,"40,735",-131,"437,143",Ayed,Rdy,Saudi Arabia
26,+2,21 Savage - redrum,29,19,,"6,357",-518,"40,757",+338,"177,807",21 Savage,redrum,Saudi Arabia
27,-3,ابو سراج - ياحلوه يا مظلومه,116,9,,"6,328",-946,"36,764",-43,"708,116",ابو سراج,ياحلوه يا مظلومه,Saudi Arabia
28,+10,Flo Milli - Never Lose Me,27,28,,"6,307",+220,"37,432",+631,"127,238",Flo Milli,Never Lose Me,Saudi Arabia
29,-2,Taylor Swift - Cruel Summer,308,12,,"6,242",-672,"43,163",+309,"1,729,474",Taylor Swift,Cruel Summer,Saudi Arabia
30,+3,Kenya Grace - Strangers,162,7,,"6,130",-242,"40,133",+70,"1,344,863",Kenya Grace,Strangers,Saudi Arabia
1,=,Jung Kook - Seven (w/ Latto),211,1,(x172),"48,964","-6,056","358,328",-582,"16,338,636",Jung Kook,Seven (w/ Latto),Singapore
2,=,Taylor Swift - Cruel Summer,553,1,(x14),"40,340","-6,922","302,332","-2,048","13,966,562",Taylor Swift,Cruel Summer,Singapore
3,=,Tate McRae - greedy,148,1,(x10),"37,632","-7,261","299,594","-5,628","7,068,272",Tate McRae,greedy,Singapore
4,+3,Jung Kook - Standing Next to You,99,1,(x4),"36,718","+1,053","234,366","+7,173","3,498,167",Jung Kook,Standing Next to You,Singapore
5,-1,Coldplay - Yellow,2065,1,(x11),"34,733","-8,077","321,522","-26,208","14,145,991",Coldplay,Yellow,Singapore
6,-1,"The Weeknd - One Of The Girls (w/ JENNIE, Lily-Rose Depp)",232,5,,"34,598","-6,630","278,484","-6,640","4,881,348",The Weeknd,"One Of The Girls (w/ JENNIE, Lily-Rose Depp)",Singapore
7,+3,Jung Kook - 3D (w/ Jack Harlow),134,1,(x4),"33,636",-219,"232,800","+2,963","4,970,664",Jung Kook,3D (w/ Jack Harlow),Singapore
8,-2,Mitski - My Love Mine All Mine,143,2,(x1),"32,657","-6,515","263,684","-4,338","5,022,898",Mitski,My Love Mine All Mine,Singapore
9,=,LE SSERAFIM - Perfect Night,106,2,(x9),"30,185","-4,084","242,922","-5,615","4,350,820",LE SSERAFIM,Perfect Night,Singapore
10,-2,Coldplay - Viva La Vida,682,1,(x3),"29,986","-5,031","269,305","-23,945","7,119,637",Coldplay,Viva La Vida,Singapore
11,+1,Coldplay - A Sky Full of Stars,1015,3,(x6),"24,451","-3,797","220,565","-21,072","5,749,477",Coldplay,A Sky Full of Stars,Singapore
12,+3,Bruno Mars - Just the Way You Are,2229,12,,"22,028","-4,654","175,926","-4,590","15,124,098",Bruno Mars,Just the Way You Are,Singapore
13,+1,The Chainsmokers - Something Just Like This (w/ Coldplay),2537,1,(x28),"21,958","-4,857","193,179","-15,987","30,843,646",The Chainsmokers,Something Just Like This (w/ Coldplay),Singapore
14,-1,Coldplay - The Scientist,1390,3,(x4),"21,723","-5,265","206,123","-21,162","7,531,570",Coldplay,The Scientist,Singapore
15,+2,承桓 - 我会等,306,5,,"20,641","-3,207","160,184","-3,638","7,669,187",承桓,我会等,Singapore
16,+3,Justin Bieber - Ghost,889,1,(x103),"19,741","-3,616","156,575","-2,947","22,484,954",Justin Bieber,Ghost,Singapore
17,-1,IU - Love wins all,17,11,,"19,520","-4,556","176,727","-11,456","514,629",IU,Love wins all,Singapore
18,+3,NewJeans - Super Shy,218,1,(x5),"19,515","-2,706","162,188","-2,701","8,713,418",NewJeans,Super Shy,Singapore
19,+3,Miley Cyrus - Flowers,393,1,(x2),"18,867","-2,982","115,471","+9,343","8,716,829",Miley Cyrus,Flowers,Singapore
20,=,"Ariana Grande - yes, and?",29,1,(x4),"18,823","-3,669","156,989","-5,835","916,552",Ariana Grande,"yes, and?",Singapore
21,+2,Olivia Rodrigo - vampire,225,1,(x4),"18,240","-3,354","131,732","+1,351","6,078,059",Olivia Rodrigo,vampire,Singapore
22,+3,SZA - Snooze,407,9,,"18,237","-2,407","122,446","+4,606","6,579,418",SZA,Snooze,Singapore
23,+4,21 Savage - redrum,29,23,,"17,558","-2,468","127,511",-669,"517,085",21 Savage,redrum,Singapore
24,=,Coldplay - Fix You,725,7,,"17,534","-3,899","166,568","-16,422","3,024,770",Coldplay,Fix You,Singapore
25,+1,Sabrina Carpenter - Feather,197,13,,"17,191","-2,876","136,078","-2,962","3,045,951",Sabrina Carpenter,Feather,Singapore
26,+9,SZA - Kill Bill,428,1,(x30),"16,856","-1,848","115,159","+2,536","14,021,221",SZA,Kill Bill,Singapore
27,+2,Doja Cat - Agora Hills,141,5,,"16,848","-3,036","135,863","-3,985","3,744,038",Doja Cat,Agora Hills,Singapore
28,NEW,MAX - STUPID IN LOVE (w/ HUH YUNJIN),1,28,,"16,654",,"16,654","+16,654","16,654",MAX,STUPID IN LOVE (w/ HUH YUNJIN),Singapore
29,+4,"The Weeknd - Popular (w/ Playboi Carti, Madonna)",253,17,,"16,581","-2,353","128,282","-2,704","3,405,580",The Weeknd,"Popular (w/ Playboi Carti, Madonna)",Singapore
30,-12,Bruno Mars - When I Was Your Man,1123,17,,"16,278","-7,244","145,830","-5,092","5,234,008",Bruno Mars,When I Was Your Man,Singapore
1,=,Separ - Bejšíí (w/ Peter Pann),92,1,(x28),"16,365","+1,882","101,291",-851,"1,512,118",Separ,Bejšíí (w/ Peter Pann),Slovakia
2,=,Separ - Sunset (w/ P T K),316,1,(x109),"15,164","+1,479","86,235","+1,615","5,258,540",Separ,Sunset (w/ P T K),Slovakia
3,=,SIMILIVINLIFE - Pussy Power (w/ Porsche Boy),113,1,(x43),"13,965","+1,110","87,284",-118,"1,875,625",SIMILIVINLIFE,Pussy Power (w/ Porsche Boy),Slovakia
4,=,Benson Boone - Beautiful Things,22,1,(x1),"13,889","+1,159","90,184","+1,858","210,454",Benson Boone,Beautiful Things,Slovakia
5,=,Tate McRae - greedy,148,2,(x4),"12,223",-382,"81,414",-470,"1,544,645",Tate McRae,greedy,Slovakia
6,=,21 Savage - redrum,29,4,,"11,725",+731,"70,681","+1,206","293,181",21 Savage,redrum,Slovakia
7,=,"cassö - Prada (w/ RAYE, D-Block Europe)",180,4,,"11,537","+1,121","70,080",+456,"1,592,334",cassö,"Prada (w/ RAYE, D-Block Europe)",Slovakia
8,=,Ofenbach - Overdrive (w/ Norma Jean Martine),94,6,,"11,414","+1,183","70,115",+343,"566,215",Ofenbach,Overdrive (w/ Norma Jean Martine),Slovakia
9,=,Travis Scott - FE!N,197,1,(x1),"10,889",+703,"64,062","+2,175","1,227,661",Travis Scott,FE!N,Slovakia
10,+1,Rich Amiri - ONE CALL,33,9,,"10,176",+814,"61,580","+1,735","193,339",Rich Amiri,ONE CALL,Slovakia
11,+1,Calin - Safír (w/ Viktor Sheen),372,1,(x49),"10,109","+1,051","62,457",+420,"6,397,330",Calin,Safír (w/ Viktor Sheen),Slovakia
12,-2,Kenya Grace - Strangers,162,1,(x5),"9,558",+78,"61,096",+199,"1,701,659",Kenya Grace,Strangers,Slovakia
13,+6,Separ - Nemam mood (w/ Peter Pann),316,3,(x22),"9,007","+1,096","57,379",-873,"3,133,392",Separ,Nemam mood (w/ Peter Pann),Slovakia
14,+3,BENNETT - Vois sur ton chemin - Techno Mix,167,6,,"8,999",+963,"55,995",-228,"1,240,132",BENNETT,Vois sur ton chemin - Techno Mix,Slovakia
15,+3,Viktor Sheen - Dopamin,120,1,(x18),"8,919",+890,"55,612",+63,"1,344,543",Viktor Sheen,Dopamin,Slovakia
16,-2,Natasha Bedingfield - Unwritten,33,14,,"8,919",+584,"52,828","+1,252","182,962",Natasha Bedingfield,Unwritten,Slovakia
17,-4,"The Weeknd - Popular (w/ Playboi Carti, Madonna)",253,4,,"8,901",+566,"59,520",-664,"1,572,375",The Weeknd,"Popular (w/ Playboi Carti, Madonna)",Slovakia
18,-3,Dua Lipa - Houdini,91,13,,"8,614",+299,"55,543",+401,"492,109",Dua Lipa,Houdini,Slovakia
19,+2,"Alok - LET'S GET FKD UP (w/ Mondello'G, CERES, Tribbs)",47,13,,"8,450",+862,"52,404",-492,"296,505",Alok,"LET'S GET FKD UP (w/ Mondello'G, CERES, Tribbs)",Slovakia
20,-4,Jack Harlow - Lovin On Me,89,6,,"8,054",-170,"52,993",-210,"550,816",Jack Harlow,Lovin On Me,Slovakia
21,-1,Travis Scott - MY EYES,197,6,,"8,032",+424,"49,589","+1,012","1,043,544",Travis Scott,MY EYES,Slovakia
22,+3,"Luca Brassi10x - mamaididit (w/ Bwayne, Pil C, Facefront, LUJA)",113,1,(x1),"7,974","+1,166","44,234",+858,"915,838",Luca Brassi10x,"mamaididit (w/ Bwayne, Pil C, Facefront, LUJA)",Slovakia
23,+7,Separ - Vyjebala Rešpekt (w/ Matej Straka),679,14,,"7,803","+1,391","46,125",+10,"2,171,622",Separ,Vyjebala Rešpekt (w/ Matej Straka),Slovakia
24,=,Gleb - Šedá Hus,268,1,(x21),"7,612",+776,"47,770",-6,"3,137,028",Gleb,Šedá Hus,Slovakia
25,+6,STEIN27 - Habibi,449,2,(x4),"7,447","+1,045","43,767",+394,"3,875,602",STEIN27,Habibi,Slovakia
26,-4,David Kushner - Daylight,300,3,(x24),"7,318",-125,"49,631",-70,"2,792,776",David Kushner,Daylight,Slovakia
27,+1,Elley Duhé - MONEY ON THE DASH - SPED UP (w/ Whethan),115,23,,"7,284",+705,"45,223",+167,"470,794",Elley Duhé,MONEY ON THE DASH - SPED UP (w/ Whethan),Slovakia
28,-5,Miley Cyrus - Flowers,391,1,(x20),"7,260",+404,"39,758","+2,954","3,526,754",Miley Cyrus,Flowers,Slovakia
29,+6,Separ - Hejtklub 11 (w/ Luca Brassi10x),311,8,,"7,212","+1,347","43,130",+516,"1,721,915",Separ,Hejtklub 11 (w/ Luca Brassi10x),Slovakia
30,-4,"The Weeknd - One Of The Girls (w/ JENNIE, Lily-Rose Depp)",91,22,,"6,759",+10,"47,124",-490,"439,004",The Weeknd,"One Of The Girls (w/ JENNIE, Lily-Rose Depp)",Slovakia
1,=,"Kabza De Small - Imithandazo (w/ Mthunzi, DJ Maphorisa, Young Stunna, Sizwe Alakine, Umthakathi Kush)",106,1,(x60),"114,831","+24,901","762,973","-30,863","11,294,408",Kabza De Small,"Imithandazo (w/ Mthunzi, DJ Maphorisa, Young Stunna, Sizwe Alakine, Umthakathi Kush)",South Africa
2,=,"Shakes & Les - Funk 55 (w/ DBN Gogo, Zee Nxumalo, Ceeka RSA, Chley)",71,2,(x21),"70,059","+17,031","442,102","-14,945","4,724,434",Shakes & Les,"Funk 55 (w/ DBN Gogo, Zee Nxumalo, Ceeka RSA, Chley)",South Africa
3,=,DJ Stokie - Masithokoze (w/ Eemoh),113,2,(x5),"65,162","+14,878","407,887","-14,183","6,718,419",DJ Stokie,Masithokoze (w/ Eemoh),South Africa
4,+1,"Wanitwa Mos - Keneilwe (w/ Nkosazana Daughter, Master KG, Dalom Kids)",85,1,(x1),"55,280","+14,556","354,442","-15,118","7,462,753",Wanitwa Mos,"Keneilwe (w/ Nkosazana Daughter, Master KG, Dalom Kids)",South Africa
5,-1,"Bassie - Izenzo (w/ Aymos, T-Man SA)",169,4,,"52,498","+11,184","338,277","-11,446","7,908,335",Bassie,"Izenzo (w/ Aymos, T-Man SA)",South Africa
6,=,Benson Boone - Beautiful Things,22,4,,"46,001","+6,902","297,552","-1,225","815,654",Benson Boone,Beautiful Things,South Africa
7,=,"Kelvin Momo - Amalobolo (w/ Babalwa M, Stixx, Nia Pearl)",64,7,,"43,192","+8,364","271,085","-6,509","2,819,940",Kelvin Momo,"Amalobolo (w/ Babalwa M, Stixx, Nia Pearl)",South Africa
8,+2,"Dlala Thukzin - IPlan (w/ Zaba, Sykes)",148,1,(x59),"42,830","+12,367","282,535","-11,782","12,260,011",Dlala Thukzin,"IPlan (w/ Zaba, Sykes)",South Africa
9,=,Mthandeni SK - Paris (w/ Lwah Ndlunkulu),183,3,(x6),"39,821","+7,652","267,631","-7,818","8,838,417",Mthandeni SK,Paris (w/ Lwah Ndlunkulu),South Africa
10,+4,"Harry Cane - Dubula (w/ Master KG, DJ Latimmy, Eemoh)",99,2,(x3),"39,261","+10,815","243,882","-8,726","6,126,884",Harry Cane,"Dubula (w/ Master KG, DJ Latimmy, Eemoh)",South Africa
11,-3,Muni Long - Made For Me,20,8,,"38,877","+4,438","239,719","+3,991","564,383",Muni Long,Made For Me,South Africa
12,=,Ugatsheni - Hit after Hit,44,9,,"37,069","+8,198","235,308","-3,542","981,705",Ugatsheni,Hit after Hit,South Africa
13,-2,Tyla - Water,163,3,(x1),"34,480","+4,640","214,014","+5,670","5,768,092",Tyla,Water,South Africa
14,+3,"Sam Deep - Isgubhu (w/ Njelic, Aymos)",162,4,,"33,684","+8,683","209,087","-7,314","6,989,730",Sam Deep,"Isgubhu (w/ Njelic, Aymos)",South Africa
15,+8,"DJ Stokie - Awukhuzeki (w/ Ommit, Sobzeen, Zee_nhle)",237,1,(x23),"30,251","+8,787","185,864","-6,332","10,907,189",DJ Stokie,"Awukhuzeki (w/ Ommit, Sobzeen, Zee_nhle)",South Africa
16,+4,"Daliwonga - Seduce Me (w/ Nkosazana Daughter, Happy Jazzman)",84,15,,"30,049","+6,718","188,707","-4,436","1,218,166",Daliwonga,"Seduce Me (w/ Nkosazana Daughter, Happy Jazzman)",South Africa
17,-4,Jack Harlow - Lovin On Me,92,6,,"29,471",+993,"201,533","-4,662","3,448,501",Jack Harlow,Lovin On Me,South Africa
18,-3,21 Savage - redrum,29,10,,"28,845","+1,219","190,270","-1,578","880,691",21 Savage,redrum,South Africa
19,+2,"Mellow & Sleazy - Imnandi lento (w/ SjavasDaDeejay, TitoM, Tman Xpress)",176,1,(x39),"28,140","+5,933","182,416","-6,555","11,285,457",Mellow & Sleazy,"Imnandi lento (w/ SjavasDaDeejay, TitoM, Tman Xpress)",South Africa
20,NEW,Aqyila - Bloom,1,20,,"28,114",,"28,114","+28,114","28,114",Aqyila,Bloom,South Africa
21,-3,Tyla - Truth or Dare,71,18,,"27,972","+4,253","155,406","+7,503","1,231,540",Tyla,Truth or Dare,South Africa
22,=,"Kamo Mphela - Dalie (w/ Tyler ICU, Khalil Harrison, Baby S.O.N)",121,2,(x9),"27,832","+5,982","188,303","-7,744","6,549,403",Kamo Mphela,"Dalie (w/ Tyler ICU, Khalil Harrison, Baby S.O.N)",South Africa
23,+2,"Ceeka RSA - Jealousy (w/ Tyler ICU, LeeMcKrazy, Khalil Harrison)",63,17,,"27,735","+6,495","172,935","-2,860","1,085,843",Ceeka RSA,"Jealousy (w/ Tyler ICU, LeeMcKrazy, Khalil Harrison)",South Africa
24,-8,SZA - Snooze,425,9,,"25,868",-915,"167,917","+4,916","7,622,809",SZA,Snooze,South Africa
25,+3,"Kabza De Small - Amazwe (w/ Mthunzi, MaWhoo)",106,22,,"25,566","+5,224","156,463","-2,400","2,026,503",Kabza De Small,"Amazwe (w/ Mthunzi, MaWhoo)",South Africa
26,-7,Chris Brown - Angel Numbers / Ten Toes,92,11,,"24,664","+1,218","167,553","-1,385","2,132,772",Chris Brown,Angel Numbers / Ten Toes,South Africa
27,+5,"Nandipha808 - Forgive Our Trespasses (w/ Ceeka RSA, DemaloViolinist)",42,19,,"24,597","+5,257","158,501","-3,522","691,543",Nandipha808,"Forgive Our Trespasses (w/ Ceeka RSA, DemaloViolinist)",South Africa
28,+5,"Kelvin Momo - Maye Maye (w/ Babalwa M, Azana, Stixx)",71,13,,"23,895","+4,929","148,612","-2,982","1,750,105",Kelvin Momo,"Maye Maye (w/ Babalwa M, Azana, Stixx)",South Africa
29,+6,Lwah Ndlunkulu - Eyami,190,12,,"23,130","+4,513","145,876","-1,584","4,656,897",Lwah Ndlunkulu,Eyami,South Africa
30,-4,Tems - Me & U,128,18,,"22,691","+1,822","148,591",-252,"2,302,259",Tems,Me & U,South Africa
1,=,Jimin - Like Crazy,322,1,(x136),"70,661","-7,948","623,201","-22,587","25,234,709",Jimin,Like Crazy,South Korea
2,=,Jung Kook - Seven (w/ Latto),211,1,(x114),"59,155","-6,115","452,826","-6,576","21,677,891",Jung Kook,Seven (w/ Latto),South Korea
3,+3,Jung Kook - Standing Next to You,99,3,(x1),"41,029","+5,697","256,442","+4,832","5,125,112",Jung Kook,Standing Next to You,South Korea
4,-1,Jung Kook - 3D (w/ Jack Harlow),134,2,(x31),"38,673","-3,843","297,413","-2,604","7,782,246",Jung Kook,3D (w/ Jack Harlow),South Korea
5,-1,Jimin - Closer Than This,50,2,(x6),"33,766","-5,362","334,257","-19,839","3,314,631",Jimin,Closer Than This,South Korea
6,-1,Jimin - Like Crazy (English Version),321,1,(x1),"31,188","-5,458","378,045","-35,402","17,958,082",Jimin,Like Crazy (English Version),South Korea
7,=,Jimin - Set Me Free Pt.2,330,1,(x1),"26,417","-4,102","285,220","-21,744","14,764,324",Jimin,Set Me Free Pt.2,South Korea
8,=,Lim Young Woong - Do or Die,124,6,,"24,422","-1,899","195,433","-4,153","4,413,007",Lim Young Woong,Do or Die,South Korea
9,=,Lim Young Woong - Grain of Sand,250,7,,"23,430","-1,689","187,600","-3,958","6,281,624",Lim Young Woong,Grain of Sand,South Korea
10,=,LE SSERAFIM - Perfect Night,106,9,,"21,201","-1,526","153,755","-2,002","3,052,225",LE SSERAFIM,Perfect Night,South Korea
11,=,Lim Young Woong - London Boy,451,5,,"21,021","-1,426","169,606","-3,722","8,369,514",Lim Young Woong,London Boy,South Korea
12,=,IU - Love wins all,17,6,,"19,337","-1,544","151,551","-5,320","494,245",IU,Love wins all,South Korea
13,+2,V - Love Me Again,183,3,(x16),"18,439","-1,559","142,500","-2,085","4,948,028",V,Love Me Again,South Korea
14,-1,TWS - plot twist,19,13,,"18,399","-1,998","134,996","+1,307","270,323",TWS,plot twist,South Korea
15,+1,Lim Young Woong - Polaroid,451,10,,"17,897",-873,"146,132","-3,351","7,425,573",Lim Young Woong,Polaroid,South Korea
16,-2,TAEYEON - To. X,75,12,,"17,545","-2,672","134,602","-2,707","1,367,792",TAEYEON,To. X,South Korea
17,=,"GroovyRoom - Yes or No (Feat. HUH YUNJIN of LE SSERAFIM, Crush) (w/ HUH YUNJIN, Crush)",24,14,,"17,112","-1,549","132,963","-3,188","418,217",GroovyRoom,"Yes or No (Feat. HUH YUNJIN of LE SSERAFIM, Crush) (w/ HUH YUNJIN, Crush)",South Korea
18,+1,Lim Young Woong - If We Ever Meet Again,649,3,(x3),"15,697",-637,"128,245","-2,759","8,620,112",Lim Young Woong,If We Ever Meet Again,South Korea
19,-1,RIIZE - Love 119,36,8,,"15,497","-1,892","116,381","-1,467","736,550",RIIZE,Love 119,South Korea
20,=,aespa - Drama,92,14,,"13,284","-2,221","100,434","-1,616","1,895,402",aespa,Drama,South Korea
21,=,NMIXX - DASH,26,20,,"13,225","-1,441","97,915","-1,684","376,925",NMIXX,DASH,South Korea
22,=,Jung Kook - Yes or No,99,7,,"13,076","-1,343","104,608","-3,395","2,530,962",Jung Kook,Yes or No,South Korea
23,+1,NewJeans - Super Shy,218,1,(x2),"12,554","-1,458","92,105",-865,"6,769,358",NewJeans,Super Shy,South Korea
24,-1,RIIZE - Get A Guitar,159,13,,"12,328","-1,982","91,533","-1,612","2,183,057",RIIZE,Get A Guitar,South Korea
25,+4,Jimin - Alone,323,5,,"12,305",-49,"93,841",-868,"6,454,531",Jimin,Alone,South Korea
26,+9,Benson Boone - Beautiful Things,22,26,,"12,076",+472,"79,135","+2,658","191,766",Benson Boone,Beautiful Things,South Korea
27,-1,V - Rainy Days,183,4,,"12,019",-517,"96,537","-2,462","3,598,814",V,Rainy Days,South Korea
28,=,Lim Young Woong - Rainbow,634,7,,"11,906",-529,"97,526","-2,160","6,822,726",Lim Young Woong,Rainbow,South Korea
29,+4,Jimin - Face-off,323,5,,"11,782",+50,"89,799","-1,206","6,403,219",Jimin,Face-off,South Korea
30,-5,(G)I-DLE - Wife,19,20,,"11,477","-1,961","96,790","-3,953","267,350",(G)I,DLE - Wife,South Korea
1,=,Quevedo - LA ÚLTIMA,9,1,(x9),"668,191","-25,536","5,021,648","-257,299","7,017,038",Quevedo,LA ÚLTIMA,Spain
2,=,DELLAFUENTE - Manos Rotas (w/ Morad),85,1,(x42),"538,392","+30,145","3,624,233","-46,116","46,315,599",DELLAFUENTE,Manos Rotas (w/ Morad),Spain
3,=,"Bizarrap - Young Miko: Bzrp Music Sessions, Vol. 58 (w/ Young Miko)",30,1,(x21),"515,783","+20,361","3,737,721","-187,708","19,187,449",Bizarrap,"Young Miko: Bzrp Music Sessions, Vol. 58 (w/ Young Miko)",Spain
4,=,Feid - LUNA (w/ ATL Jacob),71,2,(x12),"497,570","+16,303","3,273,528","-41,625","30,466,160",Feid,LUNA (w/ ATL Jacob),Spain
5,=,Myke Towers - LA FALDA,78,3,(x20),"484,115","+39,964","3,002,151","+9,873","30,707,157",Myke Towers,LA FALDA,Spain
6,=,TWENTY SIX - Buscando Money (w/ Tayson Kryss),13,6,,"474,800","+52,343","2,892,473","+128,183","3,908,021",TWENTY SIX,Buscando Money (w/ Tayson Kryss),Spain
7,=,Milo j - M.A.I,37,4,,"425,497","+4,255","3,092,001","-97,886","10,203,621",Milo j,M.A.I,Spain
8,=,"Gaby Music - No Te Quieren Conmigo (w/ Lunay, Luar La L)",57,4,,"418,550","+27,694","2,760,161","-47,464","21,798,815",Gaby Music,"No Te Quieren Conmigo (w/ Lunay, Luar La L)",Spain
9,=,"Mesita - Una Foto Remix (w/ Nicki Nicole, Tiago PZK, Emilia)",36,6,,"409,468","+28,376","2,597,710","-2,162","10,860,899",Mesita,"Una Foto Remix (w/ Nicki Nicole, Tiago PZK, Emilia)",Spain
10,=,"Soolking - Casanova (w/ Lola Indigo, Rvfv)",64,1,(x1),"341,127","+25,619","2,387,313","-94,158","29,677,680",Soolking,"Casanova (w/ Lola Indigo, Rvfv)",Spain
11,=,Emilia - La_Original.mp3 (w/ TINI),99,11,,"327,090","+23,510","2,146,900","-6,825","21,134,611",Emilia,La_Original.mp3 (w/ TINI),Spain
12,+1,Bad Bunny - PERRO NEGRO (w/ Feid),120,2,(x25),"316,446","+21,671","2,018,412","-30,021","49,815,100",Bad Bunny,PERRO NEGRO (w/ Feid),Spain
13,-1,Lola Indigo - UNA BACHATA (w/ Saiko),8,8,,"310,138","+11,165","2,210,600","-146,205","2,666,943",Lola Indigo,UNA BACHATA (w/ Saiko),Spain
14,+2,Gonzy - X'CLUSIVO,31,14,,"292,637","+32,915","1,779,760","+20,865","4,570,723",Gonzy,X'CLUSIVO,Spain
15,-1,Nebulossa - ZORRA,10,8,,"290,378",-284,"2,055,194","+193,313","2,330,262",Nebulossa,ZORRA,Spain
16,NEW,"Chris Jedi - BAD BOY (w/ Gaby Music, Dei V, Anuel AA, Ozuna)",1,16,,"278,802",,"278,802","+278,802","278,802",Chris Jedi,"BAD BOY (w/ Gaby Music, Dei V, Anuel AA, Ozuna)",Spain
17,-2,Quevedo - Columbia,219,1,(x60),"275,854","+2,165","1,904,773","-43,005","133,405,346",Quevedo,Columbia,Spain
18,-1,Myke Towers - LA CAPI,78,13,,"274,687","+20,511","1,723,720","+6,328","15,111,543",Myke Towers,LA CAPI,Spain
19,-1,Mora - MODELITO (w/ YOVNGCHIMI),397,4,,"259,591","+17,790","1,688,198","-17,722","69,648,628",Mora,MODELITO (w/ YOVNGCHIMI),Spain
20,+1,Saiko - COSAS QUE NO TE DIJE,198,7,,"246,306","+16,121","1,621,372","-6,076","51,523,129",Saiko,COSAS QUE NO TE DIJE,Spain
21,-2,Mora - REINA (w/ Saiko),165,1,(x17),"244,526","+11,142","1,587,381","-11,415","68,393,485",Mora,REINA (w/ Saiko),Spain
22,-2,Rauw Alejandro - DILUVIO,128,3,(x9),"244,118","+12,693","1,601,816","-25,035","37,073,702",Rauw Alejandro,DILUVIO,Spain
23,+2,JC Reyes - A 300 (w/ Pedro Calderon),267,11,,"238,510","+23,792","1,604,848","-29,743","48,128,221",JC Reyes,A 300 (w/ Pedro Calderon),Spain
24,-1,Dei V - Narcotics (w/ Bryant Myers),147,15,,"233,955","+11,551","1,530,987","-6,258","30,495,860",Dei V,Narcotics (w/ Bryant Myers),Spain
25,-1,"Anuel AA - OA (w/ Quevedo, Maluma, Mambo Kingz, DJ Luian)",119,3,(x5),"226,716","+11,002","1,478,840","-9,409","38,332,397",Anuel AA,"OA (w/ Quevedo, Maluma, Mambo Kingz, DJ Luian)",Spain
26,-4,Eladio Carrion - Hey Lil Mama (w/ Rauw Alejandro),22,8,,"225,546","+1,413","1,594,889","-54,755","5,809,293",Eladio Carrion,Hey Lil Mama (w/ Rauw Alejandro),Spain
27,+2,"Oscar el Ruso - Japoni (w/ Samuel G, Omar Montes, Camin, Moncho Chavea, Jthyago, Samueliyo Baby)",36,27,,"220,055","+20,900","1,386,495","+7,722","5,515,345",Oscar el Ruso,"Japoni (w/ Samuel G, Omar Montes, Camin, Moncho Chavea, Jthyago, Samueliyo Baby)",Spain
